03,January,2021
rank,name,perc1hour,price,volume
63,0x,-2.74%,$0.5942,"$206,142,591.15"
64,Hedera Hashgraph,-0.41%,$0.06132,"$82,187,891.63"
65,TrueUSD,0.02%,$1.00,"$93,139,316.17"
66,Basic Attention Token,-0.59%,$0.2728,"$269,173,919.03"
67,Terra,0.32%,$0.8073,"$23,241,421.78"
68,ICON,0.18%,$0.6648,"$58,602,219.66"
69,OKB,0.01%,$6.28,"$148,892,789.49"
70,Reserve Rights,-1.88%,$0.04009,"$285,085,590.53"
71,DigiByte,-0.67%,$0.02644,"$13,984,396.94"
72,Nexo,-0.15%,$0.6503,"$8,393,728.05"
73,Blockstack,0.12%,$0.4887,"$3,398,408.75"
74,BitTorrent,-1.01%,$0.0003597,"$192,887,629.50"
75,IOST,-1.61%,$0.02058,"$695,936,237.26"
76,Curve DAO Token,-0.35%,$1.69,"$595,460,791.34"
77,Qtum,-0.25%,$3.17,"$624,731,026.70"
78,THORChain,-1.46%,$1.95,"$22,728,062.27"
79,Horizen,-0.82%,$28.13,"$37,415,877.97"
80,Energy Web Token,0.18%,$9.54,"$2,021,589.41"
81,SwissBorg,-0.92%,$0.2978,"$1,506,128.78"
82,HUSD,-0.03%,$1.00,"$57,617,013.86"
83,Celo,-0.52%,$2.12,"$6,152,938.68"
84,Voyager Token,4.98%,$1.17,"$13,338,929.93"
85,Bitcoin BEP2,-0.83%,"$35,769.32","$2,442,238.71"
86,Kyber Network,0.25%,$1.23,"$76,617,231.84"
87,Paxos Standard,-0.56%,$0.9984,"$171,304,618.78"
88,Ocean Protocol,-1.60%,$0.5739,"$82,163,129.27"
89,Augur,3.70%,$21.01,"$25,079,775.87"
90,Quant,-1.94%,$18.21,"$4,439,526.91"
91,Bitcoin Gold,-0.56%,$12.41,"$28,927,301.10"
92,Band Protocol,-0.35%,$10.32,"$250,251,282.82"
93,Siacoin,-0.66%,$0.004651,"$17,198,950.32"
94,NXM,-0.23%,$33.26,"$17,605,653.67"
95,Verge,-2.49%,$0.01225,"$13,825,104.34"
96,ABBC Coin,-1.49%,$0.2345,"$41,895,225.74"
97,Aragon,0.47%,$4.83,"$159,133,024.47"
98,Status,-0.02%,$0.05686,"$56,324,249.31"
99,TerraUSD,0.03%,$0.9997,"$7,314,149.85"
100,Ampleforth,0.09%,$0.9537,"$8,624,699.32"
101,Enjin Coin,-4.75%,$0.2307,"$226,716,205.58"
102,Bancor,-0.01%,$1.80,"$50,366,478.20"
103,Lisk,0.54%,$1.40,"$9,692,455.43"
104,Matic Network,0.34%,$0.03402,"$34,064,949.54"
105,Gnosis,-0.56%,$110.07,"$591,493.35"
106,Decentraland,0.71%,$0.1106,"$52,570,767.04"
107,Arweave,1.04%,$4.62,"$8,136,066.79"
108,1inch,-2.71%,$2.03,"$264,378,889.71"
109,Balancer,-1.51%,$20.76,"$118,276,681.79"
110,Ravencoin,1.08%,$0.01729,"$17,840,653.56"
111,Bitcoin Diamond,-0.65%,$0.7317,"$4,974,419.49"
112,Theta Fuel,-1.05%,$0.02647,"$4,635,156.20"
113,ZB Token,0.23%,$0.2742,"$12,196,980.23"
114,RSK Infrastructure Framework,-0.31%,$0.185,"$5,216,658.34"
115,Nervos Network,-0.38%,$0.005299,"$4,975,157.48"
116,MaidSafeCoin,-0.99%,$0.2769,"$1,272,211.11"
117,Numeraire,-0.86%,$27.74,"$10,482,077.77"
118,Holo,-1.10%,$0.0007087,"$12,871,192.05"
119,Helium,0.66%,$1.71,"$4,978,218.39"
120,Orchid,-0.71%,$0.3036,"$29,110,185.90"
121,FunFair,-1.47%,$0.01682,"$4,052,116.46"
122,MonaCoin,-1.38%,$1.66,"$20,112,613.93"
123,Utrust,0.46%,$0.2419,"$7,097,890.15"
124,CyberVein,-0.03%,$0.1015,"$5,325,698.15"
125,Chiliz,-0.13%,$0.01957,"$40,135,753.39"
126,Civic,-0.41%,$0.1546,"$43,137,196.52"
127,Kava.io,-0.28%,$2.18,"$48,151,905.32"
128,TomoChain,-1.77%,$1.33,"$15,008,952.06"
129,PAX Gold,-0.48%,"$1,836.58","$4,143,722.95"
130,iExec RLC,-0.46%,$1.21,"$5,354,778.39"
131,Oasis Network,-0.10%,$0.06415,"$26,093,224.43"
132,Bytom,-0.83%,$0.06798,"$23,411,189.17"
133,Injective Protocol,0.31%,$6.18,"$19,524,907.84"
134,KuCoin Token,-0.65%,$1.16,"$9,241,737.70"
135,Storj,1.30%,$0.407,"$56,016,747.90"
136,Serum,-0.16%,$1.81,"$178,711,361.04"
137,Unibright,-0.61%,$0.602,"$2,091,060.26"
138,Pundi X,3.16%,$0.0003871,"$13,065,781.61"
139,Alpha Finance Lab,-1.89%,$0.4903,"$49,654,744.61"
140,Swipe,4.52%,$1.02,"$84,940,451.45"
141,IoTeX,7.89%,$0.008897,"$5,425,008.65"
142,Ardor,0.88%,$0.08388,"$13,709,406.28"
143,Golem,1.25%,$0.1249,"$7,470,642.34"
144,Kleros,0.12%,$0.1306,"$1,799,934.50"
145,Steem,1.88%,$0.1993,"$19,305,067.02"
146,Komodo,-0.37%,$0.6255,"$4,676,817.88"
147,Fantom,-1.99%,$0.02986,"$12,794,768.08"
148,BitShares,-0.72%,$0.02549,"$8,232,346.86"
149,DFI.Money,-1.91%,"$1,937.72","$217,672,000.47"
150,Velas,-0.19%,$0.0357,"$1,227,412.09"
151,DxChain Token,-1.84%,$0.001446,"$56,950.92"
152,aelf,-1.69%,$0.1344,"$28,651,742.69"
153,Firo,3.86%,$6.24,"$16,970,756.29"
154,district0x,-1.75%,$0.1201,"$10,936,933.55"
155,Fetch.ai,-4.74%,$0.09503,"$16,145,623.95"
156,Travala.com,3.49%,$1.51,"$18,293,124.77"
157,SingularityNET,-0.44%,$0.08054,"$1,260,995.15"
158,Keep3rV1,0.81%,$348.27,"$12,007,167.98"
159,WAX,0.76%,$0.04388,"$8,958,262.74"
160,Syntropy,-1.66%,$0.2068,"$777,253.41"
161,Kin,1.35%,$0.00004308,"$562,193.37"
162,Wanchain,-3.16%,$0.3865,"$4,976,794.28"
163,OriginTrail,-1.44%,$0.1922,"$761,946.25"
164,JUST,-0.03%,$0.02809,"$94,881,495.18"
165,Ankr,-1.28%,$0.009559,"$16,885,697.13"
166,Harmony,-0.33%,$0.00709,"$6,739,249.25"
167,TrustSwap,-0.57%,$0.8354,"$1,469,002.86"
168,Electroneum,-1.33%,$0.005676,"$734,986.28"
169,LTO Network,-1.36%,$0.2114,"$8,948,732.04"
170,Stratis,2.89%,$0.5676,"$2,276,836.60"
171,xDai,5.40%,$15.20,"$1,465,899.25"
172,Melon,0.02%,$38.22,"$6,841,251.50"
173,Polymath,-0.42%,$0.1016,"$3,755,989.75"
174,Tellor,2.85%,$34.49,"$96,433,380.81"
175,Handshake,-6.01%,$0.1586,"$5,128,322.28"
176,Hive,-0.25%,$0.1321,"$12,735,242.18"
177,Syscoin,0.57%,$0.08827,"$2,308,340.46"
178,LBRY Credits,-0.58%,$0.0976,"$50,646,257.02"
179,Aidos Kuneen,-1.44%,$2.12,"$1,331,734.43"
180,Ark,-0.09%,$0.4158,"$2,993,427.41"
181,Energi,-2.40%,$1.44,"$2,139,800.85"
182,Divi,-1.09%,$0.0246,"$170,489.23"
183,IRISnet,1.34%,$0.05431,"$7,580,980.47"
184,Uquid Coin,1.21%,$5.04,"$7,607,710.77"
185,DIA,-3.09%,$1.77,"$44,579,969.07"
186,WaykiChain,-1.18%,$0.263,"$47,593,517.13"
187,Power Ledger,-0.12%,$0.1167,"$32,392,310.56"
188,Populous,0.80%,$0.8827,"$1,755,814.64"
189,AdEx Network,1.16%,$0.4086,"$1,914,333.58"
190,Telcoin,14.63%,$0.0009139,"$3,979,459.82"
191,Orbs,-0.40%,$0.01485,"$2,054,787.56"
192,MCO,-0.32%,$2.76,"$229,210.37"
193,Nimiq,-0.52%,$0.006006,"$3,096,984.10"
194,Elastos,-0.36%,$2.54,"$5,984,963.12"
195,Loom Network,0.13%,$0.04385,"$8,722,854.41"
196,Aion,-1.52%,$0.08656,"$4,278,171.34"
197,bZx Protocol,-1.29%,$0.2817,"$24,860,890.68"
198,Haven Protocol,-2.78%,$2.74,"$300,471.60"
199,Celer Network,0.12%,$0.007257,"$9,549,583.65"
200,QuarkChain,-0.34%,$0.006012,"$3,666,596.66"
24,January,2021
1,Bitcoin,0.36%,"$32,289.38","$48,643,830,599.36"
2,Ethereum,1.76%,"$1,391.61","$36,418,163,553.77"
3,Tether,0.00%,$1.00,"$84,413,124,756.06"
4,Polkadot,2.39%,$18.00,"$2,800,444,853.84"
5,XRP,0.24%,$0.2735,"$2,472,431,874.99"
6,Cardano,0.98%,$0.3539,"$2,539,663,711.43"
7,Chainlink,0.34%,$24.70,"$3,727,726,939.58"
8,Litecoin,1.65%,$141.48,"$4,972,171,240.37"
9,Bitcoin Cash,1.40%,$440.10,"$3,869,930,797.46"
10,Binance Coin,0.39%,$41.88,"$450,486,065.74"
11,Stellar,-0.39%,$0.2716,"$806,028,759.34"
12,USD Coin,-0.02%,$1.00,"$1,335,242,694.43"
13,Wrapped Bitcoin,0.36%,"$32,241.80","$168,851,962.85"
14,Uniswap,3.27%,$12.05,"$3,944,520,029.28"
15,Aave,1.67%,$264.85,"$1,241,700,329.73"
16,Bitcoin SV,0.90%,$174.95,"$706,107,056.00"
17,EOS,0.16%,$2.71,"$1,860,478,247.42"
18,Monero,0.74%,$137.47,"$1,287,049,710.78"
19,Tezos,-1.04%,$3.04,"$564,216,605.50"
20,TRON,0.36%,$0.03002,"$1,013,208,322.25"
21,Synthetix,-0.42%,$17.47,"$333,069,060.94"
22,VeChain,-0.63%,$0.03063,"$296,401,334.50"
23,THETA,0.27%,$1.95,"$64,249,604.67"
24,NEM,-0.28%,$0.2146,"$60,649,063.28"
25,Cosmos,0.22%,$8.24,"$593,793,753.30"
26,Neo,0.36%,$24.47,"$825,634,862.51"
27,Crypto.com Coin,0.96%,$0.07266,"$52,544,008.66"
28,Dai,0.00%,$1.00,"$301,905,575.66"
29,Maker,0.73%,"$1,454.25","$155,512,183.49"
30,UNUS SED LEO,0.10%,$1.33,"$15,443,165.75"
31,IOTA,-0.15%,$0.4557,"$41,530,394.71"
32,Celsius,0.52%,$5.30,"$13,501,810.09"
33,Binance USD,0.00%,$1.00,"$1,516,612,418.97"
34,Compound,2.13%,$250.62,"$273,988,755.56"
35,Huobi Token,0.03%,$5.77,"$186,753,739.37"
36,Dogecoin,0.59%,$0.008727,"$162,191,977.19"
37,Dash,0.52%,$106.20,"$639,950,442.95"
38,SushiSwap,1.24%,$8.35,"$723,152,071.02"
39,Filecoin,0.38%,$22.76,"$241,523,529.24"
40,Revain,0.00%,$0.01167,"$7,228,595.62"
41,Zcash,0.32%,$89.73,"$881,710,378.94"
42,FTX Token,1.27%,$10.35,"$55,044,907.93"
43,yearn.finance,0.00%,"$32,177.74","$463,489,073.56"
44,Avalanche,-0.09%,$12.46,"$105,137,517.77"
45,Solana,0.41%,$3.63,"$32,747,555.30"
46,Ethereum Classic,0.76%,$7.63,"$853,417,338.90"
47,Kusama,1.82%,$104.08,"$101,870,538.06"
48,Zilliqa,-0.15%,$0.0691,"$77,573,461.51"
49,Waves,-0.49%,$7.00,"$145,471,455.31"
50,Elrond,5.10%,$41.37,"$48,554,444.31"
51,The Graph,2.22%,$0.5559,"$287,213,077.70"
52,Algorand,0.29%,$0.5634,"$189,233,849.61"
53,NEAR Protocol,1.58%,$2.56,"$50,469,553.64"
54,Hedera Hashgraph,-0.16%,$0.09386,"$65,922,530.44"
55,UMA,0.99%,$11.52,"$30,253,862.28"
56,Decred,-0.63%,$50.07,"$11,152,087.43"
57,Ren,-0.45%,$0.629,"$115,197,655.74"
58,HedgeTrade,2.84%,$1.60,"$219,994.75"
59,Celo,-1.12%,$2.77,"$35,521,606.47"
60,Loopring,1.07%,$0.4193,"$66,707,077.03"
61,OMG Network,0.87%,$3.59,"$389,403,858.70"
62,Ontology,-0.46%,$0.6121,"$203,452,488.53"
63,renBTC,0.53%,"$32,255.66","$16,975,177.69"
64,Basic Attention Token,-0.55%,$0.3191,"$335,528,716.40"
65,Nano,-1.59%,$3.38,"$62,663,964.03"
66,Curve DAO Token,-2.22%,$2.27,"$385,370,504.01"
67,ICON,-0.09%,$0.7597,"$55,671,777.85"
68,Terra,2.42%,$0.9073,"$25,070,024.27"
69,0x,0.85%,$0.5482,"$118,907,865.74"
70,TrueUSD,-0.04%,$1.00,"$86,298,431.61"
71,THORChain,1.66%,$2.60,"$42,071,588.55"
72,Nexo,2.52%,$0.7302,"$9,061,751.66"
73,HUSD,-0.07%,$1.00,"$410,561,546.38"
74,BitTorrent,3.08%,$0.0003771,"$83,391,001.27"
75,Reserve Rights,1.77%,$0.03886,"$173,848,705.77"
76,Stacks,-0.14%,$0.4958,"$6,631,207.74"
77,DigiByte,-1.55%,$0.02548,"$15,031,986.68"
78,OKB,0.17%,$5.90,"$107,633,770.19"
79,Qtum,-0.33%,$3.55,"$1,063,689,885.77"
80,Enjin Coin,2.34%,$0.4198,"$95,647,952.57"
81,NXM,2.02%,$51.45,"$35,308,798.48"
82,IOST,2.39%,$0.01775,"$329,410,167.99"
83,Horizen,2.22%,$27.26,"$22,180,739.31"
84,SwissBorg,0.34%,$0.3053,"$2,208,126.87"
85,Kyber Network,0.60%,$1.38,"$95,631,391.50"
86,Decentraland,-0.66%,$0.1721,"$141,266,366.29"
87,Quant,-0.78%,$21.06,"$5,940,142.83"
88,Energy Web Token,0.65%,$8.27,"$671,137.29"
89,Paxos Standard,-0.30%,$0.9998,"$160,204,722.01"
90,Ocean Protocol,0.85%,$0.5672,"$54,985,489.19"
91,Bitcoin BEP2,0.72%,"$32,209.12","$2,046,971.10"
92,TerraUSD,-0.05%,$0.9989,"$10,065,030.01"
93,Ampleforth,1.39%,$1.08,"$27,227,739.87"
94,Siacoin,0.61%,$0.004648,"$5,792,608.29"
95,Voyager Token,-2.45%,$0.9328,"$5,044,261.81"
96,Verge,1.05%,$0.01255,"$12,911,951.54"
97,Arweave,-2.65%,$6.05,"$11,424,396.71"
98,Augur,2.57%,$18.36,"$13,231,560.92"
99,Band Protocol,1.92%,$9.38,"$176,506,817.99"
100,Bitcoin Gold,1.10%,$11.06,"$34,541,738.30"
101,Bancor,1.06%,$1.86,"$45,237,977.81"
102,Alpha Finance Lab,4.34%,$1.09,"$145,557,360.67"
103,1inch,4.50%,$2.48,"$238,009,338.81"
104,Lisk,0.42%,$1.36,"$9,418,130.07"
105,ABBC Coin,0.25%,$0.2019,"$49,531,266.21"
106,Gnosis,1.18%,$112.53,"$399,867.01"
107,Status,-0.01%,$0.04882,"$27,053,721.24"
108,Aragon,-0.12%,$4.25,"$73,716,477.57"
109,Matic Network,0.59%,$0.03318,"$33,074,049.28"
110,Balancer,0.73%,$23.01,"$115,519,394.50"
111,MaidSafeCoin,3.10%,$0.3418,"$810,521.56"
112,Theta Fuel,0.96%,$0.02859,"$4,574,693.70"
113,Fantom,3.23%,$0.05611,"$128,997,565.66"
114,Nervos Network,0.60%,$0.005821,"$5,385,875.96"
115,Ravencoin,0.33%,$0.01717,"$8,811,853.04"
116,Injective Protocol,0.62%,$8.78,"$30,383,309.96"
117,ZB Token,0.72%,$0.2762,"$11,014,974.59"
118,Numeraire,-0.12%,$27.52,"$8,436,951.73"
119,Bitcoin Diamond,0.70%,$0.6531,"$3,166,474.65"
120,Kava.io,0.27%,$2.56,"$84,585,991.17"
121,Golem,0.61%,$0.1193,"$2,099,669.33"
122,Helium,0.53%,$1.76,"$532,677.61"
123,Holo,1.44%,$0.0006934,"$10,473,951.83"
124,FunFair,0.69%,$0.01795,"$3,420,337.23"
125,MonaCoin,0.81%,$1.74,"$11,904,769.87"
126,RSK Infrastructure Framework,0.19%,$0.1643,"$2,373,345.45"
127,PAX Gold,-0.22%,"$1,859.47","$3,132,994.55"
128,Pundi X,-0.06%,$0.0004791,"$208,673,480.16"
129,Orchid,-0.46%,$0.2954,"$18,076,196.60"
130,Chiliz,-0.07%,$0.01982,"$40,012,653.38"
131,iExec RLC,0.84%,$1.29,"$4,533,076.13"
132,Civic,1.55%,$0.1559,"$45,101,665.62"
133,Unibright,3.75%,$0.6719,"$2,396,703.57"
134,Utrust,2.72%,$0.2211,"$4,084,721.86"
135,TomoChain,0.48%,$1.30,"$9,284,572.79"
136,Serum,0.37%,$1.97,"$97,068,644.14"
137,Oasis Network,1.22%,$0.06657,"$7,617,275.88"
138,CyberVein,0.45%,$0.09281,"$4,893,654.71"
139,Bytom,0.01%,$0.06647,"$33,785,557.93"
140,KuCoin Token,-0.29%,$1.15,"$9,955,027.49"
141,IoTeX,-0.94%,$0.009431,"$4,508,178.79"
142,Storj,1.22%,$0.4126,"$33,160,537.23"
143,aelf,1.31%,$0.1602,"$32,221,745.85"
144,Travala.com,4.49%,$1.90,"$15,653,973.60"
145,WaykiChain,1.52%,$0.4492,"$75,409,998.37"
146,Swipe,-0.09%,$0.9872,"$86,562,146.40"
147,Ardor,0.93%,$0.08312,"$3,556,152.57"
148,Secret,0.15%,$1.15,"$722,223.41"
149,Velas,-0.87%,$0.03774,"$1,180,499.34"
150,Komodo,0.65%,$0.6187,"$3,531,112.70"
151,Kleros,0.45%,$0.1266,"$5,364,783.11"
152,Venus,-5.59%,$9.18,"$39,279,949.35"
153,DxChain Token,0.32%,$0.00146,"$329,773.70"
154,SingularityNET,-3.55%,$0.08497,"$1,437,704.52"
155,Steem,0.87%,$0.1854,"$3,598,099.21"
156,Syntropy,0.44%,$0.2312,"$957,799.27"
157,BitShares,-0.94%,$0.02419,"$5,258,481.22"
158,Ankr,0.61%,$0.01133,"$18,850,017.15"
159,district0x,-0.64%,$0.1158,"$7,211,773.25"
160,DFI.Money,-0.50%,"$1,812.04","$120,526,476.19"
161,OriginTrail,1.63%,$0.2019,"$1,096,562.97"
162,Wanchain,0.59%,$0.3997,"$2,922,581.62"
163,Morpheus.Network,0.66%,$1.44,"$5,342,532.32"
164,xDai,3.59%,$16.81,"$2,945,816.05"
165,JUST,2.35%,$0.02935,"$92,543,070.28"
166,Fetch.ai,0.48%,$0.08908,"$8,154,433.36"
167,Harmony,-0.59%,$0.007443,"$5,674,003.54"
168,Keep3rV1,1.05%,$325.58,"$11,991,809.51"
169,WAX,-0.12%,$0.04352,"$2,556,303.63"
170,Kin,1.92%,$0.0000429,"$538,299.55"
171,LTO Network,-0.02%,$0.2343,"$7,765,009.97"
172,Hive,4.66%,$0.1472,"$27,775,707.31"
173,Loom Network,-1.25%,$0.0647,"$92,214,223.00"
174,LBRY Credits,0.91%,$0.1177,"$13,743,560.48"
175,IRISnet,0.92%,$0.06358,"$8,877,277.40"
176,Energi,-0.90%,$1.62,"$3,338,904.12"
177,DIA,0.54%,$2.10,"$47,773,382.60"
178,Enzyme Finance,0.59%,$39.21,"$7,139,348.73"
179,Electroneum,0.04%,$0.0055,"$535,115.75"
180,Syscoin,-0.26%,$0.09176,"$2,214,345.84"
181,Ark,0.68%,$0.434,"$4,012,355.61"
182,Polymath,-0.56%,$0.09713,"$2,834,778.22"
183,Stratis,0.67%,$0.5328,"$1,270,204.89"
184,MCO,-5.18%,$3.30,"$767,910.14"
185,Divi,-0.03%,$0.02357,"$187,670.68"
186,AdEx Network,-2.05%,$0.4422,"$11,606,003.46"
187,Firo,1.06%,$4.33,"$1,538,938.91"
188,Tellor,0.73%,$28.43,"$51,321,433.27"
189,Populous,-0.66%,$0.8931,"$1,839,765.45"
190,Power Ledger,-1.20%,$0.1116,"$5,574,537.99"
191,bZx Protocol,1.38%,$0.3202,"$28,063,501.55"
192,TrustSwap,-0.01%,$0.6256,"$1,156,769.96"
193,Uquid Coin,-0.28%,$4.41,"$7,029,492.87"
194,Streamr,0.35%,$0.06155,"$4,424,357.78"
195,Handshake,-1.95%,$0.1234,"$859,601.43"
196,VeThor Token,-1.21%,$0.001329,"$2,352,256.86"
197,Elastos,1.23%,$2.48,"$5,920,648.04"
198,QuarkChain,-1.08%,$0.006503,"$2,514,952.33"
199,Ultra,-0.11%,$0.1499,"$701,101.36"
200,Akropolis,1.85%,$0.01668,"$9,298,087.71"
31,January,2021
1,Bitcoin,0.49%,"$33,114.36","$52,754,542,671.38"
2,Ethereum,0.45%,"$1,314.99","$25,198,853,580.84"
3,Tether,-0.01%,$1.00,"$101,327,508,211.51"
4,XRP,0.86%,$0.4923,"$24,394,851,755.58"
5,Polkadot,0.53%,$16.12,"$2,540,474,629.04"
6,Cardano,-0.11%,$0.3449,"$2,455,679,992.05"
7,Chainlink,0.77%,$22.60,"$2,692,563,296.14"
8,Litecoin,0.92%,$129.57,"$4,539,387,378.35"
9,Bitcoin Cash,0.19%,$399.77,"$3,699,019,612.12"
10,Binance Coin,0.82%,$44.28,"$512,545,443.39"
11,Stellar,0.39%,$0.3057,"$2,305,438,899.34"
12,USD Coin,0.00%,$0.9999,"$1,245,897,595.20"
13,Uniswap,-1.05%,$17.67,"$2,248,905,215.60"
14,Dogecoin,-2.29%,$0.0372,"$8,548,997,881.64"
15,Wrapped Bitcoin,0.49%,"$33,085.08","$162,374,473.09"
16,Aave,-0.21%,$300.06,"$539,565,884.95"
17,Bitcoin SV,-0.59%,$173.86,"$716,768,480.00"
18,EOS,0.37%,$2.91,"$3,872,903,139.67"
19,Monero,1.30%,$138.06,"$975,323,837.58"
20,TRON,-0.01%,$0.0316,"$1,825,939,147.55"
21,Tezos,0.91%,$2.84,"$333,887,944.34"
22,NEM,0.51%,$0.2341,"$88,917,452.01"
23,Synthetix,-0.62%,$17.28,"$294,211,089.74"
24,THETA,-0.39%,$1.91,"$140,567,087.50"
25,Cosmos,1.88%,$8.14,"$618,250,965.31"
26,Dai,0.01%,$1.00,"$219,524,280.93"
27,VeChain,0.68%,$0.02542,"$295,323,697.61"
28,Compound,3.66%,$347.42,"$369,493,311.32"
29,Neo,1.07%,$22.32,"$716,164,037.39"
30,Binance USD,0.02%,$1.00,"$1,905,153,091.13"
31,Maker,-0.52%,"$1,480.81","$184,929,760.34"
32,Crypto.com Coin,1.57%,$0.06277,"$128,624,473.38"
33,Huobi Token,0.12%,$6.89,"$420,411,821.18"
34,UNUS SED LEO,0.02%,$1.30,"$18,412,633.69"
35,SushiSwap,-1.07%,$10.16,"$1,321,376,870.48"
36,Celsius,0.50%,$4.79,"$5,316,173.59"
37,IOTA,0.26%,$0.4071,"$43,518,572.03"
38,Solana,0.01%,$4.26,"$78,376,266.82"
39,Elrond,-0.46%,$63.55,"$116,866,717.14"
40,Filecoin,-0.05%,$22.27,"$178,044,146.29"
41,FTX Token,0.47%,$11.09,"$14,289,998.68"
42,Dash,-0.04%,$102.57,"$440,551,351.59"
43,Avalanche,3.05%,$13.52,"$351,069,269.65"
44,Revain,0.22%,$0.01168,"$7,020,756.35"
45,The Graph,-4.52%,$0.7977,"$917,773,952.94"
46,Zcash,0.64%,$85.74,"$588,229,352.59"
47,yearn.finance,0.42%,"$30,176.13","$423,349,194.88"
48,Ethereum Classic,0.42%,$7.41,"$858,550,700.77"
49,Decred,-0.62%,$66.29,"$19,528,453.61"
50,Kusama,0.24%,$98.19,"$88,744,522.91"
51,Algorand,3.36%,$0.6512,"$309,348,318.19"
52,Zilliqa,1.07%,$0.06897,"$190,061,740.56"
53,Terra,-0.82%,$1.46,"$87,289,394.54"
54,Waves,-0.56%,$6.52,"$104,168,542.87"
55,UMA,2.15%,$11.05,"$34,909,173.12"
56,Voyager Token,-3.82%,$2.71,"$61,550,295.82"
57,Loopring,0.76%,$0.4951,"$180,125,482.72"
58,NEAR Protocol,1.52%,$2.14,"$56,839,722.86"
59,THORChain,4.17%,$3.62,"$80,728,086.10"
60,Hedera Hashgraph,-1.01%,$0.08212,"$104,353,169.64"
61,Ren,4.26%,$0.6306,"$171,748,113.09"
62,renBTC,0.44%,"$33,077.06","$39,289,604.77"
63,0x,4.34%,$0.7,"$425,603,439.23"
64,1inch,-2.70%,$4.95,"$971,693,811.00"
65,Celo,0.18%,$2.81,"$14,125,230.75"
66,HedgeTrade,3.79%,$1.49,"$139,198.66"
67,Curve DAO Token,5.57%,$2.52,"$477,059,056.87"
68,SwissBorg,0.32%,$0.5364,"$3,387,218.89"
69,OMG Network,0.69%,$3.52,"$421,555,373.53"
70,HUSD,-0.04%,$0.9991,"$126,906,016.85"
71,Ontology,0.83%,$0.5788,"$172,508,730.42"
72,Nexo,0.20%,$0.8276,"$12,254,706.46"
73,Nano,0.65%,$3.43,"$52,117,910.82"
74,Basic Attention Token,0.47%,$0.3022,"$246,573,295.41"
75,ICON,0.60%,$0.7237,"$72,955,908.68"
76,TrueUSD,-0.01%,$0.9999,"$93,959,496.67"
77,DigiByte,-0.55%,$0.02838,"$36,765,628.47"
78,Horizen,1.58%,$35.35,"$40,110,049.65"
79,BitTorrent,0.07%,$0.0003815,"$123,122,576.10"
80,Quant,1.53%,$30.67,"$9,363,864.07"
81,Alpha Finance Lab,1.58%,$2.04,"$140,871,493.16"
82,OKB,0.26%,$5.74,"$148,354,484.42"
83,Siacoin,4.97%,$0.007356,"$88,422,196.61"
84,Qtum,1.16%,$3.28,"$445,676,774.66"
85,Stacks,0.86%,$0.4288,"$4,952,659.30"
86,Fantom,2.15%,$0.1235,"$143,755,471.51"
87,Reserve Rights,0.36%,$0.03361,"$166,272,398.89"
88,Enjin Coin,0.75%,$0.3405,"$74,751,566.35"
89,TerraUSD,-0.22%,$1.04,"$22,955,656.24"
90,Verge,1.21%,$0.01581,"$39,300,910.14"
91,Kyber Network,0.24%,$1.29,"$72,963,454.69"
92,IOST,1.95%,$0.01572,"$109,670,495.27"
93,Paxos Standard,-0.07%,$0.9983,"$171,831,193.41"
94,NXM,0.50%,$39.52,"$20,350,904.34"
95,Decentraland,1.09%,$0.1547,"$45,918,669.52"
96,Ampleforth,-1.05%,$1.11,"$47,426,778.88"
97,Ocean Protocol,-0.38%,$0.5448,"$43,608,210.72"
98,Flow (Dapper Labs),-0.42%,$9.75,"$14,218,899.30"
99,Bitcoin BEP2,0.45%,"$32,720.08","$2,994,656.69"
100,Energy Web Token,0.22%,$7.33,"$1,029,779.89"
101,Bancor,1.07%,$1.88,"$40,129,693.89"
102,PancakeSwap,1.13%,$1.98,"$35,959,109.90"
103,Ravencoin,0.12%,$0.02453,"$131,522,679.98"
104,Augur,0.02%,$17.41,"$18,776,030.89"
105,FunFair,-0.64%,$0.02812,"$14,964,047.53"
106,Balancer,0.29%,$26.62,"$185,179,918.76"
107,Band Protocol,-0.52%,$9.01,"$217,199,237.66"
108,Matic Network,1.77%,$0.03828,"$41,501,675.89"
109,Bitcoin Gold,0.12%,$10.24,"$15,990,678.50"
110,MaidSafeCoin,-1.31%,$0.3903,"$1,169,554.72"
111,Status,0.80%,$0.04847,"$25,721,442.77"
112,Lisk,0.48%,$1.31,"$11,019,500.99"
113,Gnosis,0.34%,$110.53,"$337,407.47"
114,Aragon,2.20%,$4.21,"$49,738,181.17"
115,Arweave,0.32%,$4.81,"$5,653,684.79"
116,ABBC Coin,0.06%,$0.1805,"$43,475,528.45"
117,Helium,0.22%,$2.26,"$3,930,528.84"
118,Theta Fuel,0.20%,$0.02779,"$2,930,001.78"
119,Injective Protocol,9.80%,$9.54,"$40,613,552.46"
120,ZB Token,0.62%,$0.2853,"$11,622,315.78"
121,Nervos Network,0.12%,$0.00531,"$8,027,485.33"
122,Holo,0.63%,$0.0007528,"$15,380,485.03"
123,Bitcoin Diamond,-0.12%,$0.6621,"$4,239,807.51"
124,Serum,4.90%,$2.48,"$243,299,961.77"
125,Numeraire,-0.48%,$26.95,"$12,333,376.57"
126,Chiliz,1.65%,$0.02156,"$59,590,080.60"
127,Unibright,-0.11%,$0.7914,"$2,521,215.56"
